tel,siret,description,website
04 37 64 25 85,SIREN : 752922070,"L’agence Homicca a été fondée à Lyon en 2003. Elle faisait partie du groupe Cimm Immobilier avant de prendre son indépendance en 2023. Elle est spécialisée en vente, gestion et location de biens immobiliers et se positionne aujour…",
07 67 18 57 19,SIREN : 977659606,"La mission de l'agence immobilière HOMIE est d'offrir des solutions immobilières complètes et personnalisées à chaque client. Nous visons à établir des relations durables en étant proches, à l'écoute et en offrant des services pro…",
04 68 35 21 19,SIREN : 790093785,"C'est par le travail et le savoir- faire de quatre 
générations de professionnels de l'immobilier que l'AGENCE 
HUDELLET a su développer son activité dans les Pyrénées 
Orientales tout en conservant son caractère familial. 
Tr…",
05 65 71 40 69,SIREN : 427080155,"Votre agence vous accompagne dans votre projet, accédez à 
notre site internet en cliquant sur le lien joint",
04 66 36 63 55,SIREN : 789264694,"« Notre agence  i2t vous accueille au coeur du Centre Ville 
afin de vous  aider à réaliser votre projet immobilier. »

Vous souhaitez mettre en vente votre bien, nous en 
réaliserons gratuitement l'estimation et saurons vous 
con…",
Le numéro de téléphone n’est pas disponible,SIREN : 322531724,"Fort de ses trente ans d'expérience, IBH met à votre service
 
ses compétences en matière de transaction, location, 
administration de biens et syndic. Une complémentarité jugée
 nécessaire pour appréhender de façon cohérente un m…",
Le numéro de téléphone n’est pas disponible,SIREN : 317807915,"Un achat ? Une vente ? Une demande d'estimation ?

Notre équipe met tout en œuvre pour vous garantir un succès assuré et un suivi personnalisé pour tous vos projets immobiliers.

Soyez sereins, on s'occupe de tout.

N'hésitez plus…",
Le numéro de téléphone n’est pas disponible,SIREN : 432062750,"IBOX , spécialiste de la gestion immobilière et de la 
location sur l'aire Toulonnaise. 6 Agences à votre service.",
Le numéro de téléphone n’est pas disponible,SIREN : 443714084,"L’Agence IBOX dans le Var vous souhaite la
bienvenue.

Dédié à votre recherche immobilière, ce site vous propose un vaste choix de biens à la vente et à la location, maisons
et appartements sur le Mourillon, Toulon et son
agglomér…",
Le numéro de téléphone n’est pas disponible,SIREN : 513764340,"Les agences iBox sont implantées sur Toulon et sa région et vous proposent un large choix de biens à la vente et à la location. Nous disposons également d'un service de gestion locative. 
Nos conseillers sur l'agence de Font Pré s…",
Le numéro de téléphone n’est pas disponible,SIREN : 513764340,"L’Agence iBOX à Toulon dans le Var vous souhaite la 
bienvenue.
Dédié à votre recherche immobilière, ce site vous propose un
vaste choix de biens à la vente et à la location, maisons 
et appartements sur le Mourillon, Toulon et so…",
04 98 00 92 10,SIREN : 513764340,"L’Agence IBOX à Toulon dans le Var vous souhaite la 
bienvenue
Dédié à votre recherche immobilière, ce site vous propose un
 vaste choix de biens à la vente et à la location, maisons 
et appartements sur le Mourillon, Toulon et so…",
04 94 92 59 59,SIREN : 443714084,"Toute l'équipe de l'agence IBOX VAUBAN vous accompagne dans tous vos projets de vente ou acquisition sur TOULON et ses alentours.

N'hésitez pas à nous contacter, nous mettrons tout en oeuvre pour vous aidez a concrétiser vos rêve…",
04 98 00 28 27,SIREN : 513764340,"Les Agence IBOX vous souhaitent la 
bienvenue.
Dédié à votre recherche immobilière, ce site vous propose un
 vaste choix de biens à la vente et à la location, maisons 
et appartements sur le Mourillon, Toulon et son 
agglomération…",
03 88 22 51 95,SIREN : 304747835,"ICF Habitat Nord-Est est une Entreprise Sociale pour 
l’Habitat, filiale d’ICF Habitat et de SNCF, qui investit, 
gère et entretient un patrimoine de plus de 18 000 logements
 sociaux sur le Nord et l’Est de la France. Engagée dan…",
Numéro introuvable,SIREN : 304747835,"ICF Habitat Nord-Est est une Entreprise Sociale pour 
l’Habitat, filiale d’ICF Habitat et de SNCF, qui investit, 
gère et entretient un patrimoine de plus de 18 000 logements
 sociaux sur le Nord et l’Est de la France. Engagée dan…",
03 21 77 36 36,SIREN : 304747835,"ICF Habitat Nord-Est est une Entreprise Sociale pour 
l’Habitat, filiale d’ICF Habitat et de SNCF, qui investit, 
gère et entretient un patrimoine de plus de 18 000 logements
 sociaux sur le Nord et l’Est de la France. Engagée dan…",
Le numéro de téléphone n’est pas disponible,SIREN : 304747835,"ICF Habitat Nord-Est est une Entreprise Sociale pour 
l’Habitat, filiale d’ICF Habitat et de SNCF, qui investit, 
gère et entretient un patrimoine de plus de 18 000 logements
 sociaux sur le Nord et l’Est de la France. Engagée dan…",
Le numéro de téléphone n’est pas disponible,SIREN : 775690886,Agence ICF Habitat Provence,
Le numéro de téléphone n’est pas disponible,SIREN : 839056983,"L'agence ICI est une agence immobilière familiale basée à Sainte-Maxime rayonnant sur l'ensemble du Golfe de Saint-Tropez.

Nous vous informons, conseillons et accompagnons dans la réussite de vos projets immobiliers (achat, vente…",
Le numéro de téléphone n’est pas disponible,SIREN : 907517700,"Vous entrez en contact avec un professionnel de la
transaction, gestion , syndic mais aussi de la location.

Implanté à Annemasse, aux portes de Genève.
C'est une agence à taille humaine à l'écoute de ses clients",
Le numéro de téléphone n’est pas disponible,SIREN : 934113218,"Dr House Immo Réseau National de spécialistes Immobilier Dr House Immo vous propose un accompagnement sur mesure, et imagine avec vous le service immobilier de demain. Consultez votre Spécialiste Immo : il répondra avec soin à tou…",
Le numéro de téléphone n’est pas disponible,SIREN : 493578967,"L'agence I.D.G située à Auch est une agence indépendante fondée en 2003.
Grâce à notre connaissance du marché, notre professionnalisme et notre sérieux, nous vous accompagnerons jusqu'à l'acte définitif pour réaliser votre projet …",
06 08 04 13 18,SIREN : 953107224,"ACHETER AVEC ID Lodge : 

Nous identifions le bien qui correspond à votre cahier des charges en échangeant de manière transparente sur vos attentes.

Nous ciblons clairement vos besoins afin de trouver le lieu qui vous ressemble.
…",
03 25 84 78 16,SIREN : 793068867,"L’Agence IDLR BOURBONNE LES BAINS est une agence immobilière réactive et conviviale. Nos valeurs : l’accueil, l’écoute et l’échange.
Vous pouvez nous confier, votre projet immobilier, nous mettons à votre disposition notre profess…",
06 17 40 52 31,SIREN : 793068867,"L’Agence CONVERGENCE IMMOBILIER – IDLR est une agence immobilière réactive et conviviale. Nos valeurs : l’accueil, l’écoute et l’échange.
Vous pouvez nous confier, votre projet immobilier, nous mettons à votre disposition notre pr…",
05 59 39 03 78,SIREN : 332809383,"Iluro c'est le nom latin de la ville d'Oloron Sainte Marie.

L'agence ILURO est une agence indépendante avec 40 ans 
d'existence et est spécialisée à l'international depuis 2006
ce qui nous donne accès à des contacts dans le monde…",
05 56 90 11 12,SIREN : 812453686,"L'agence IMB est située a MERIGNAC secteur CAPEYRON - 96 Avenue de la Libération.
Pour vous faire profiter de toutes les belles opportunités de l'effervescent marche immobilier Bordelais et de sa Metropole, notre équipe expériment…",
Le numéro de téléphone n’est pas disponible,SIREN : 514648088,"L’Agence IMM est un cabinet immobilier indépendant, présent sur le secteur de BLOIS.

Dirigée par Coralie COMBE, blésoise d’origine, l’agence a à cœur la satisfaction de ses clients.

Expert dans les métiers de la transaction : ve…",
Le numéro de téléphone n’est pas disponible,SIREN : 522804996,"Votre agence de quartier, IMMEA, est à votre service pour 
vous aider dans vos projets, qu'il s'agisse d'une vente de 
bien immobilier ou d'un investissement. N'hésitez pas à 
prendre contact avec notre service négociation : 
02-4…",
Le numéro de téléphone n’est pas disponible,SIREN : 940612807,"Agence immobilière de proximité, notre équipe de professionnelles et professionnels compétents vous accompagne quelque soit votre projet immobilier.
Achat, vente, location ou gestion locative, habitation et commerce, votre interlo…",
Le numéro de téléphone n’est pas disponible,SIREN : 530845205,"superbe experience avec maud. vraiment un agent immobilier comme il n'en existe plus beaucoup...🌸. elle est disponible, reactive, de bons conseils, et tres professionnelle...avec un sourire 😍 (ca j'etais pas oblige 😅).
que vous soyez proprietaire ou locataire elle pr…",
Le numéro de téléphone n’est pas disponible,SIREN : 793466996,"Chez Agence.immo nous savons qu’au-delà du projet 
immobilier il y a un projet de vie.

C'est pourquoi nos conseillers ont pour mission de placer 
vos intérêts au cœur de leurs recherches et de vous proposer
 un service personnali…",
Le numéro de téléphone n’est pas disponible,SIREN : 429125693,"Le Groupe IMMO5 est à votre service depuis plus de 20 ans, Spécialiste du secteur, nous sommes en mesure de vous faire bénéficier gratuitement et sans aucun engagement des nombreux services IMMO 5 tels que : - Estimation personnal…",
07 50 86 94 51,SIREN : 952940054,"IMMOBILIER 2R, fondée par un frère et une sœur passionnés d'immobilier !

🤝 En tant que frère et sœur nous avons grandi ensemble, partageant non seulement des liens familiaux solides, mais aussi une véritable passion pour le mond…",
02 49 88 28 98,SIREN : 520366964,"Barraine IMMO Brest au Port de commerce vous propose une gamme de services 
complets pour vous accompagner dans tous vos projets 
immobiliers. Agence immobilière à Brest, nous vous proposons
 de nombreux biens à vendre ou à louer.…",
03 80 10 24 24,SIREN : 482048170,"ACD Immobilier ,  3 agences à votre disposition :
 Arc sur Tille - 26 TER ROUTE NATIONALE - 21560 ARC SUR TILLE 03.80.10.24.24
 MIREBEAU SUR BEZE - 15 GRANDE RUE 03.80.55.55.00
 GRAY - 4 RUE DE PARIS 03.84.31.58.75
Nous sommes spé…",
02 35 83 73 74,SIREN : 532157351,"Agence spécialisée dans la vente de biens immobiliers à 
destination des particuliers et des investisseurs, ABF 
Immobilier assure un suivi personnalisé de votre
 projet d’acquisition ou de cession, adapté à vos besoin et 
à vos a…",
04 77 50 42 46,SIREN : 419754759,"L'Agences BAT'S à Roche la Molière vous souhaite la bienvenue sur notre page LeBonCoin.

Présente sur le marché local depuis 1998, l'Agence BAT'S est une structure immobilière indépendante qui poursuit son développement sur le mar…",
Le numéro de téléphone n’est pas disponible,SIREN : 502197742,"Être UTILE à vos projets de vente, d'achat et de location depuis 1979.

Nos services immobilier : Vente - Location - Estimation - Expertise - Accompagnement

Une équipe dynamique et sérieuse à la pointe de la technologie à votre s…",
Le numéro de téléphone n’est pas disponible,SIREN : 353645294,"Bienvenue sur agence-ami.com 

Agence immobilière située en plein cœur de Niort depuis 
1985, le Groupe Immobilier AMI vous présente ses services en
transaction, location, gestion et syndic de copropriété. 
Le Groupe Immobilier AM…",
Le numéro de téléphone n’est pas disponible,SIREN : 909844755,"APEX IMMO, votre expert immobilier dans le Loiret !

Vous avez un projet immobilier ? 

Chez APEX IMMO, nous mettons notre expertise à votre service sur l'ensemble du département du Loiret. Notre objectif et de vous fournir des co…",
Le numéro de téléphone n’est pas disponible,SIREN : 504999368,"Bienvenue dans notre boutique Le Bon Coin où vous pouvez 
retrouver une partie de nos biens. N'hésitez pas à nous 
contacter, nous vous renseignerons volontiers. A très 
bientôt.",
Le numéro de téléphone n’est pas disponible,SIREN : 951022912,"Chez Ardennes Patrimoine Immobilier, nous mettons à votre service l'expertise d'un agent immobilier diplômé et expert immobilier agréé en valeur vénale. 

Nous vous accompagnons à chaque étape de votre projet immobilier, en vous o…",
Le numéro de téléphone n’est pas disponible,SIREN : 802494112,"Forts de notre expérience acquise depuis une quinzaine 
d'années sur le secteur Arrageois, nous mettons à votre 
disposition notre connaissance du marché et vous aiderons à 
réaliser votre projet immobilier.
Nous vous proposons su…",
04 78 54 87 86,SIREN : 962504296,"Agence familiale depuis 1962, indépendante et incontournable
 sur Villeurbanne, Lyon, l’Ouest, le Nord et l’Est de Lyon 
avec plus de 6300 ventes à son actif. 3 générations se 
succèdent, alliant savoir-faire, maîtrise du marché, …",
04 42 04 97 04,SIREN : 437500986,"L’agence indépendante Azur Immo a été créée en 2001 par Bruno GUILLAUME à Lascours, village au pied du Garlaban situé sur la commune de Roquevaire.
Aujourd’hui l’agence compte deux sites : Roquevaire et Saint-Zacharie.
En 2011, Al…",
03 80 46 08 61,SIREN : 814726899,"Fort d'une expérience de plus de 28 ans, dans le domaine de la transaction immobilière, vous bénéficiez de mon expérience et ma connaissance du marché, dans vos demandes 
d’estimations, d'achat ou de vente de biens immobiliers.

L…",
04 95 31 38 02,SIREN : 381571520,"50 ans d’expérience a votre service
L'Agence Immobilière Bastiaise répond à toutes vos demandes en location et gestion de biens mais aussi en vente de villas et d'appartements dans l'ancien, vente de programmes neufs sur plan.",
02 51 60 43 81,SIREN : 921880696,"Agence Beaufort côté Gare - 24, Quai de la République - 85800 SAINT GILLES CROIX DE VIE.

""Agence immobilière indépendante à Saint Gilles Croix de Vie à vos côtés depuis 1990. Vous disposez de toute l'écoute, l'expérience et les c…",
Le numéro de téléphone n’est pas disponible,SIREN : 901561530,"Vous recherchez à acheter ou louer une résidence secondaire ou principale à moins de 2h de Paris et 1 h de la Côte Normande.

Venez découvrir nos maisons traditionnelles, maisons normandes et propriétés de caractère en vente ou en…",
Le numéro de téléphone n’est pas disponible,SIREN : 852337179,"L’Agence Immobilière Beaunoise
est une agence de proximité, indépendante,
créée depuis 2002.

Titulaire d’un diplôme supérieur des professions 
immobilières, Marion présente depuis 2004, et son équipe mettront tout en œuvre pour v…",
Le numéro de téléphone n’est pas disponible,SIREN : 491330973,"Une agence de proximité à votre écoute, en toute confiance

Bel’Immo est une Agence Immobilière indépendante, située à 
Béligneux. 

Riche de 18 années d’expérience dans le secteur immobilier, 
nous nous concentrons sur ce que nou…",
Le numéro de téléphone n’est pas disponible,SIREN : 338840192,"UNE EQUIPE RESTREINTE ATTENTIVE AUX CLIENTS – VENDEURS – 
ACHETEURS – PROPRIETAIRES – LOCATAIRES.
DES PROFESSIONNELS DE L'IMMOBILIER A VOTRE ECOUTE
POUR TOUTE TRANSACTION – LOCATION IMMOBILIERE – APPARTEMENT 
– MAISON – IMMEUB…",
Le numéro de téléphone n’est pas disponible,SIREN : 848024733,"L’ agence immobilière à la Bernerie en Retz B.HOME.B Immobilier, anciennement Carpediem, et son équipe vous souhaitent la bienvenue.

Notre agence veillera à vous apporter une réactivité et un professionnalisme irréprochable pour …",
Le numéro de téléphone n’est pas disponible,SIREN : 903503837,"TRANSACTION - LOCATION 
GESTION - FONDS DE COMMERCE  

Créé en 1980, le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise e…",
02 32 41 41 41,SIREN : 478000128,"TRANSACTION - LOCATION 
GESTION - FONDS DE COMMERCE  

Créé en 1980, le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise e…",
02 32 41 80 98,SIREN : 325518660,"« Créé en 1980 à Elbeuf le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise est aujourd’hui l’un des principaux interlocut…",
02 32 42 16 00,SIREN : 325518660,"Créé en 1980 à Elbeuf le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise est aujourd’hui l’un des principaux interlocuteu…",
02 35 05 13 73,SIREN : 325518660,"Créé en 1980 à Elbeuf le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise est aujourd’hui l’un des principaux interlocuteu…",
02 35 87 00 00,SIREN : 325518660,"Créé en 1980 à Elbeuf le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise est aujourd’hui l’un des principaux interlocuteu…",
Le numéro de téléphone n’est pas disponible,SIREN : 813175635,"TRANSACTION - LOCATION 
GESTION - FONDS DE COMMERCE  

Créé en 1980, le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise e…",
Le numéro de téléphone n’est pas disponible,SIREN : 325518660,"« Créé en 1980 à Elbeuf le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise est aujourd’hui l’un des principaux interlocut…",
Le numéro de téléphone n’est pas disponible,SIREN : 903503837,"TRANSACTION - LOCATION 
GESTION - FONDS DE COMMERCE  

Créé en 1980, le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise e…",
Le numéro de téléphone n’est pas disponible,SIREN : 325518660,"Créé en 1980 à Elbeuf le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise est aujourd’hui l’un des principaux interlocuteu…",
Le numéro de téléphone n’est pas disponible,SIREN : 903503837,"TRANSACTION - LOCATION 
GESTION - FONDS DE COMMERCE  

Créé en 1980, le Cabinet BIAS réalise ses premiers pas dans le domaine de la vente de fonds de commerce de boucherie charcuterie, puis de café hôtel restaurant. L’entreprise e…",
Le numéro de téléphone n’est pas disponible,SIREN : 325518660,"Pour la mise en vente de votre bien immobilier, vous pouvez compter sur la force de notre réseau uni de 22 agences spécialisées, dont les outils de communication et de commercialisation sont des plus performants, et sur la compéte…",
05 56 26 74 74,SIREN : 914888383,"Laforêt : facilitez vos démarches pour la vente ou l’achat 
d’un Bien à Biganos.
Vendre une maison à Biganos : un processus simplifié grâce 
à Laforêt, les acheteurs et vendeurs se retrouvent chez 
Laforêt afin de bénéficier de l’…",
04 42 82 02 52,SIREN : 508534484,"Présents sur Aubagne, Marseille et la Ciotat depuis 1992.
Nous sommes une agence immobilière familiale, spécialisées dans la 
TRANSACTION, la LOCATION et la GESTION immobilière.

Nous vous offrons un maximum de CONFORT pour réussi…",
02 40 27 17 86,SIREN : 802636407,"BREVIMMO PROPOSE :

- DES HONORAIRES REDUITS *
- UNE ESTIMATION GRATUITE DE VOS BIENS SOUS 48 HEURES
- UNE PUBLICITÉ MULTI-SUPPORTS EFFICACE

Tout l' immobilier de la côte de Jade et du pays de Retz, 
une agence idéalement située …",
04 94 93 02 46,SIREN : 422129361,"L'agence BARME - BEYNET IMMOBILIER vous fait profitez de plus de 40
ans d'expérience sur la haute-ville ainsi que sur l'agglomération toulonnaise.

Nous mettons à votre service notre connaissance du secteur une estimation particul…",
01 64 98 82 92,SIREN : 527805808,"Le Cabinet Chaigneau-Marchand est une agence immobilière située à Milly-la-Forêt, spécialisée dans la gestion, la location et la vente de biens immobiliers. Elle propose une gamme de services personnalisés, notamment la gestion lo…",
Le numéro de téléphone n’est pas disponible,SIREN : 504470725,"Agence Immobilière Calizi Ile Rousse / Balagne
Nouveautés locations
Envie de vacances de rêve en Corse ? L'agence immobilière en Balagne est spécialisée dans la location de villas et d’appartements en Corse dans la région de la Ba…",
Le numéro de téléphone n’est pas disponible,SIREN : 479705998,"Située au coeur de l'Aquitaine, en Lot-et-Garonne (47), tout
proche de la Gironde (33), notre agence immobilière est 
spécialisée sur le secteur du Marmandais (Marmande, La 
Réole, Casteljaloux, Tonneins, Miramont de Guyenne, 
Dur…",
Le numéro de téléphone n’est pas disponible,SIREN : 930726617,"Acheter un logement, qu'il s'agisse de son habitation 
principale ou secondaire ou encore d'un investissement 
locatif, est un acte impliquant qui requiert du temps, de 
l'attention et de réelles connaissances. C'est un 
investiss…",
Le numéro de téléphone n’est pas disponible,SIREN : 439375965,"Depuis trois décennies, l'Agence Century 21 Beaurepaire se distingue comme une référence incontournable dans le secteur immobilier.

Que votre projet concerne l'achat, la vente ou la location d'un bien immobilier, nous vous garant…",
Le numéro de téléphone n’est pas disponible,SIREN : 811840669,"Située à 8kms de la Rocade Sud de Toulouse (sortie n°24), l’agence Century 21 Lacroix Immobilier, spécialisée en transactions immobilières, locations et gestion est heureuse de vous accueillir:

Votre agence, réalise également gra…",
Le numéro de téléphone n’est pas disponible,SIREN : 512059056,"Agence immobilière : maison, appartement, immeuble, terrain, à vendre et à louer; à Bressuire, Cerizay, Mauléon, Moncoutant, Pouzauges, Nueil Les Aubiers. Vous vendez, vous achetez, vous louez ? Nous vous proposons la meilleure so…",
06 27 28 13 48,SIREN : 803363167,"L’agence immobilière CIME Transactions est installée dans le quartier dynamique de Monplaisir-Sans Soucis, 7/9 rue Professeur Rollet Lyon 8.
Nous sommes 5 sprécialistes de l'immobilier:  Julie Martel, Emmanuelle Lyonnet-Hamelin, E…",
Numéro introuvable,SIREN : 524921350,"3 agences immobilières, basées à Toulouse, Montpellier et 
Montauban réunissent sur ce site, leurs annonces 
immobilières, pour un grand choix de biens à la location et 
à la vente, maisons, villas, appartements et terrains à 
Tou…",
09 71 00 00 30,SIREN : 479044638,"Agence immobilière Claude Rizzon de Metz. A vos côtés pour 
louer, vendre, acheter ou investir à Metz, 
Montigny-lès-Metz, Woippy et partout en Moselle.

Si vous avez un projet immobilier en Lorraine, prenez dès 
aujourd’hui conta…",
04 72 32 11 54,SIREN : 520904509,"CLEHOME, agence immobilière a Lentilly depuis 2012 , bénéficie d'une excellente visibilité compte-tenu de son emplacement  sur la route nationale 7.

Son gérant, Remi VELASCO, est diplômé de l'Ecole Française d'Administration de B…",
06 13 78 13 29,SIREN : 882427834,"Clervimmo, votre agence immobilière à Marseille, vous accompagne pour votre transaction immobilière, la location et l'estimation de vos biens immobiliers.  Sur le marché depuis une quinzaine d’années, nous vous invitons à consulte…",
04 94 54 59 16,SIREN : 413952979,"Implantée au cœur du village – 4 rue des Vignerons à 
Cogolin, fondée en 1968, l’agence CLV IMMOBILIER est une 
structure indépendante et familiale qui pérennise son 
activité immobilière dans la continuité 
des principes de série…",
Le numéro de téléphone n’est pas disponible,SIREN : 401391743,"Membre de la FNAIM, notre agence s'inscrit dans la lignée 
des professionnels connus et reconnus pour la discrétion et 
la qualité de leurs transactions depuis plus de 40 ans.
Vous êtes dans une agence pour laquelle les valeurs te…",
Le numéro de téléphone n’est pas disponible,SIREN : 907601850,"Votre agence CONCEPT IMMO +, implantée au Sud de TOULOUSE sur la commune de Lavernose-Lacasse, vous propose un accompagnement sur mesure dans vos différents projets immobiliers en toute sérénité.
N'étant pas sectorisés, nous nous …",
Le numéro de téléphone n’est pas disponible,SIREN : 920071610,"Notre belle agence de Pignans est située dans une zone commerciale avec de nombreuses places de stationnement. (Accès PMR)  

Un accompagnement sur mesure pour la satisfaction de nos clients car votre fidélisation est notre priori…",
Le numéro de téléphone n’est pas disponible,SIREN : 503649857,"C'est à HARDELOT, station balnéaire de la côte d'Opale réputée que notre Agence vous propose le charme des nombreuses villas nichées dans la pinède ou à toute proximité des golfs, d'Appartements face à la mer ou en centre de la st…",
Le numéro de téléphone n’est pas disponible,SIREN : 453029332,"Nos quatre agences affiliées auprès du SNPI constituent un 
réseau réputé, fondé en 2002, et vous font bénéficier de 
leur connaissance fine du marché immobilier local. Les 
services Davril Immobilier se distinguent par une vérita…",
03 21 71 21 00,SIREN : 402814735,"Créée en 1995, l’agence Debuisson fait figure de référence 
incontournable pour tout porteur d’un projet immobilier à 
Arras et dans ses environs. En effet, qu’il s’agisse 
d’acheter ou de vendre un bien (du terrain à la demeure d…",
04 50 58 60 77,SIREN : 389675372,"AIC IMMOBILIER

« L’immobilier au cœur de Combloux »

Située au village de Combloux face à la chaine du Mont Blanc, l’Agence AIC est aujourd’hui dirigée par Caroline CROZET & Sandra HUDRY. Un dynamique duo d’associées, spécialisé …",
02 38 30 10 58,SIREN : 440356541,"Votre agence immobilière FNAIM depuis 2003 est présente dans le secteur du PITHIVERAIS et le BEAUNOIS.
Nous vous accompagnons dans tous vos projets de vie achat vente location et conseil.
agence à PITHIVIERS 14 bis rue de la Couro…",
01 48 29 80 00,SIREN : 393187950,"L'agence de la mairie, la référence à Pierrefitte-sur-Seine",
02 40 04 00 80,SIREN : 838147619,"Une agence à votre service.
Nous vous proposons la gestion personnalisée de votre 
patrimoine immobilier grâce à une équipe de professionnels 
formés et
disponibles pour vous accompagner dans vos projets.

L’agence de la Sèvre nan…",
Le numéro de téléphone n’est pas disponible,SIREN : 483788907,"BIENVENUE A L'AGENCE IMMOBILIÈRE DE LA SOURCE A PHALEMPIN.

Vous avez un projet d'achat, de vente ou de location ...
Vous souhaitez connaître la valeur de votre bien ...
Vous recherchez un bien sur le secteur de PHALEMPIN, ATTICHE…",
Le numéro de téléphone n’est pas disponible,SIREN : 791785728,"Vous voulez acheter ou louer un bien. N'hésitez plus, contactez-nous.",
Le numéro de téléphone n’est pas disponible,SIREN : 492947254,"ERA Agence Immobilière de Lorraine, spécialiste dans votre 
région, vous propose les meilleurs services dans le domaine 
de l'immobilier. Notre savoir-faire: la transaction de tous 
types de biens destinés aux particuliers, profes…",
Le numéro de téléphone n’est pas disponible,SIREN : 403418494,"Implantée sur toute la Bretagne depuis plus de 20 ans, l’Immobilière d’Entreprise accompagne les professionnels dans leur projet immobilier : Location, Achat-Vente, Gestion Locative.
Forte de son expertise, son savoir-faire, sa co…",
Le numéro de téléphone n’est pas disponible,SIREN : 403418494,"Implantée sur toute la Bretagne depuis plus de 20 ans, l’Immobilière d’Entreprise accompagne les professionnels dans leur projet immobilier : Location, Achat-Vente, Gestion Locative.
Forte de son expertise, son savoir-faire, sa co…",
Le numéro de téléphone n’est pas disponible,SIREN : 982703159,"Implantée dans le Rhône, depuis plus de 30 ans, à proximité 
de l’Aéroport Saint Exupery au carrefour du Rhône de l’Isère
 et de l’Ain, du TGV, et des axes routiers où de nombreuses 
Entreprises avec qui nous collaborons se sont i…",
06 24 91 09 83,SIREN : 879164606,"L'Agence Immobilière de St-Jory est une agence de proximité qui s'attache à apporter le meilleur service à ses clients. ACHAT-VENTE-LOCATION-INVESTISSEMENT LOCATIF, nous mettons tout en ouvre pour traiter efficacement vos demandes…",
05 58 79 56 85,SIREN : 791259930,"Transaction, Location , Gestion , Estimation",
02 32 51 74 00,SIREN : 929713345,"Tout l’immobilier sur Vernon et sa région avec L’AGENCE
IMMOBILIERE DESJARDINS !
NOTRE AGENCE IMMOBILIÈRE SITUÉE AU CŒUR DE VERNON
Située en plein coeur du centre ville, juste derrière la
Mairie de Vernon développe depuis 1994 un …",
05 46 47 78 03,SIREN : 490816733,"Achat, vente, maisons, terrains, fonds de commerces, notre 
agence immobilière située au centre de l’île d’Oléron, à 
Saint-Pierre-d’Oléron, permet de rayonner sur l’ensemble du 
secteur, Saint trojan les Bains, Grand Village Plag…",
03 29 08 10 66,SIREN : 488184292,"CONTREXIMMO, L'Agence Immobilière des Thermes

Au coeur de la cité thermale, notre agence se situe en face 
de l'église.
Vous serez accueilli par une équipe de professionnels, 
toujours soucieux de mieux vous accompagner dans…",
Le numéro de téléphone n’est pas disponible,SIREN : 490336054,"L'agence spécialiste des vallées du Lot de l'Aveyron et de 
la Diège.

Entre Causse et Ségala la région de Villeneuve vous 
surprendra par les contrastes de ses paysages et climats.

Vous recherchez l'authenticité d'un terroir sou…",
Le numéro de téléphone n’est pas disponible,SIREN : 928263730,"Idéalement située dans l’hypercentre de Dreux, en face de l’église Saint Pierre, notre agence immobilière Nestenn Dreux vous accompagne pour tout projet immobilier : vente, achat, estimation, location ou gestion.
Spécialiste du ma…",
Le numéro de téléphone n’est pas disponible,SIREN : 452068687,"L’Agence Immobilière du 20ème, située à Père-Lachaise, vous propose des services immobiliers d’estimation, de transaction en habitat et locaux professionnels, achat, vente et location, ainsi qu’un service de gestion locative de bi…",
Le numéro de téléphone n’est pas disponible,SIREN : 322448168,LE CAPITAL CONFIANCE EN TRANSACTION  IMMOBILIERE,
Le numéro de téléphone n’est pas disponible,SIREN : 413591033,"AGENCE DU CHÂTEAU, des professionnels à votre écoute pour vous accompagner dans votre projet immobilier :
vente ou achat d'appartements, maisons, villas, terrains, garages, locaux commerciaux.",
Le numéro de téléphone n’est pas disponible,SIREN : 434782124,"Les Agences Immobilières du Houtland de Wormhout et Steenvoorde vous accompagnent et vous conseillent pour la réussite de votre projet immobilier.

Nos Agences Immobilières du Houtland de Wormhout et Steenvoorde sont spécialisées …",
